pricing_plan_id,app_id,feature
1cfa75db-8162-4d67-afb7-fa1378149c3e,c6e41dc7-e80b-4730-a244-4de5ef76eb78,Scheduled bulk edits
1cfa75db-8162-4d67-afb7-fa1378149c3e,c6e41dc7-e80b-4730-a244-4de5ef76eb78,Priority email support
81a0ce79-6e64-4dda-bb4d-f3c8c101e759,c6e41dc7-e80b-4730-a244-4de5ef76eb78,Up to 10000 product edits per month
81a0ce79-6e64-4dda-bb4d-f3c8c101e759,c6e41dc7-e80b-4730-a244-4de5ef76eb78,All features in Standard plan
81a0ce79-6e64-4dda-bb4d-f3c8c101e759,c6e41dc7-e80b-4730-a244-4de5ef76eb78,Smart Revert: Automatically roll back edits
81a0ce79-6e64-4dda-bb4d-f3c8c101e759,c6e41dc7-e80b-4730-a244-4de5ef76eb78,Dedicated customer support
9edd6d51-8362-408b-9808-e8500990b8b6,180a7045-fbe2-4584-811e-4f13cfd9bed0,AI Search (semantic search)
9edd6d51-8362-408b-9808-e8500990b8b6,180a7045-fbe2-4584-811e-4f13cfd9bed0,Product Recommendation Engine
9edd6d51-8362-408b-9808-e8500990b8b6,180a7045-fbe2-4584-811e-4f13cfd9bed0,Product and Feature Boosting
9edd6d51-8362-408b-9808-e8500990b8b6,180a7045-fbe2-4584-811e-4f13cfd9bed0,Search Query Customisation
9edd6d51-8362-408b-9808-e8500990b8b6,180a7045-fbe2-4584-811e-4f13cfd9bed0,Advanced Analytics
ec065afc-ed1e-430f-a149-c8b4fca27008,180a7045-fbe2-4584-811e-4f13cfd9bed0,AI Search (semantic search)
ec065afc-ed1e-430f-a149-c8b4fca27008,180a7045-fbe2-4584-811e-4f13cfd9bed0,Product Recommendation Engine
ec065afc-ed1e-430f-a149-c8b4fca27008,180a7045-fbe2-4584-811e-4f13cfd9bed0,Product and Feature Boosting
ec065afc-ed1e-430f-a149-c8b4fca27008,180a7045-fbe2-4584-811e-4f13cfd9bed0,Search Query Customisation
ec065afc-ed1e-430f-a149-c8b4fca27008,180a7045-fbe2-4584-811e-4f13cfd9bed0,Advanced Analytics
627dae58-3556-4a38-9194-b2837cfd6d01,b1d2e3d4-ebaf-4691-a52d-d03f0b57686a,Experience the app free for 7 days after installation.
3b1ff9c2-bb87-4dff-8b6c-fddf6b0d567b,2e1ea2c7-fcf5-497d-83ed-ed20604207c6,Unlimited order imports for:
3b1ff9c2-bb87-4dff-8b6c-fddf6b0d567b,2e1ea2c7-fcf5-497d-83ed-ed20604207c6,Custom product tags
3b1ff9c2-bb87-4dff-8b6c-fddf6b0d567b,2e1ea2c7-fcf5-497d-83ed-ed20604207c6,Abandoned checkouts
3b1ff9c2-bb87-4dff-8b6c-fddf6b0d567b,2e1ea2c7-fcf5-497d-83ed-ed20604207c6,VIP customers
3b1ff9c2-bb87-4dff-8b6c-fddf6b0d567b,2e1ea2c7-fcf5-497d-83ed-ed20604207c6,Repeat orders
0f6918a5-3eed-4856-a15c-ac7d1400589d,587564a7-2dd1-4949-be57-8aa64f240c1a,- 1 Marketing Channel
